Num_equipement,Systeme,Description,Date de détéction de l'anomalie,Description de l'équipement,Section propriétaire,Fiabilité Intégrité
0763ba93-03ed-49ce-bcb3-5fcda9695597,a738c0f1-e548-4680-9409-ef6832ec1e32,Vipration au niveau ventilateur Tirage A,2025-03-02 08:56:11,Mesure de  Vibration Axiale Coté Libre  du Ventilateur de Tirage  A,34MC,3
61cf818e-6722-423f-aa2b-7abe615c7948,8339f76d-30eb-4918-99db-854ff69352fb,SAFETY : Manque d éclairage au niveau du parc a gaz H2 .,2025-03-02 09:30:45,VANNE D'ARRET BYPASS,34EL,1
b5e5f2a6-df0f-41da-8465-b4159b200c73,c111ab6f-a961-43ce-b8fe-54b2abf73628,Fuite CP au niveau du conduite sortie broyeur C (au dessus du broyeur),2025-03-02 11:14:02,broyeur C,34MD,1
e4648ad7-8ffa-4598-bd5c-519fc8c220a2,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état du registre de combustion du broyeur -B-,2025-03-03 02:07:16,REGISTRE D'AIR COIN 1 PLAN B,34CT,2
77dce16c-bc4d-43c8-8eb2-b71c5e13033b,8ab799f5-144f-420c-b426-3d7e36b13f59,le ramoneur IR32  reste inséré . goupille détériorée,2025-03-03 09:00:00,SOUPAPE DE RAMONEUR N°32 D'EFFACEMENT TYPE IR,34MC,1
db9d765d-3f2d-4be4-9308-34fe4136422c,ecf5d507-cb6a-4d07-af67-71ec6951c4da,Prévoir un appoint d'huile au niveau du station hydraulique de la pompe eau de mer N20 TR 3,2025-03-03 09:01:00,CENTRALE HYDRAULIQUE CLAPET REFOULEMENT PPE EAU DE MER  N°2,34MM,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Défaillance du distributeur de la vanne d'entrée sas côté El jadida champs 1B,2025-03-03 09:01:02,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34CT,1
7c86fb45-0909-46b0-be84-37f9f7dd1760,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Prévoir la mise en état du registre de combustion broyeur -A- angle 4,2025-03-03 09:03:55,REGISTRE D'AIR COIN 4 PLAN A,34CT,2
1a5affe9-3e7d-4d45-887b-209d5b5dd5d8,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état du registre coofa  angle 01,2025-03-03 09:05:30,REGISTRE D'AIR COIN 1 PLAN  OFA1,34CT,2
18af65f8-87ca-464b-8212-e2126246e6b3,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,prévoir la mise en état du registre coofa angle 02,2025-03-03 09:08:47,REGISTRE D'AIR COIN 2 PLAN  OFA2,34CT,2
c791dafd-6505-4b0f-94eb-dccf15fc00fd,cf9ff107-35ed-4b2f-8dd9-544b519c5d55,contrôle des temperature sortie rechauffeur d'air TR3/4,2025-03-03 09:13:00,AIR HEATER GAS OUTLET INLET TEMP OR OXYGEN ANALISI,34CT,1
64a0c818-5c55-4aed-98e4-849654060cef,8ab799f5-144f-420c-b426-3d7e36b13f59,controle des temperatures pour système SBA TR3/TR4,2025-03-03 09:26:00,BOITE DE JONCTION,34CT,1
732416ec-0859-4925-9594-24af188e21db,add65e89-e58b-4810-9a78-6247783d8752,Fuite d'eau par PE de la vanne de purge normale HP7.,2025-03-03 10:19:39,Purge normale HP 7,34MM,2
50b56520-2f43-4177-8092-b6f0f2298827,cbd40d2b-59cc-4db7-9f41-2986a167df77,soupape mécanique à l'aspiration pompe booster 20 non étanche,2025-03-03 11:32:05,SOUPAPE.,34MM,1
be27640e-8e66-4a1f-a25e-4955961e07eb,52a400ba-3fbe-4ba4-9fbf-dbd609efae4d,VENTILATEUR TRANSFORMATEUR DE SOUTIRAGE N5 A CONTROLER,2025-03-04 02:36:57,MOTEUR VENTILATEUR TRANSFO DE SOUTIRAGE,34EL,3
8785d7e7-d999-4980-85c6-4d9e0e7b545b,c02e2a84-07c0-4d8b-9fc4-857d25702120,Prévoir le contrôle du transmetteur de niveau de la caisse à huile Tranche 3,2025-03-05 01:55:08,Transmetteur de niveau caisse à huile de graissage,34CT,1
13d50dc2-3ffe-4243-a249-343b302708b5,39d80114-6550-4afc-9cbc-fc0fb22f22cc,prévoir contrôle  du transmetteur niveau Ballon  30HAD60CL024 (un écart entre les  transmetteurs  ),2025-03-05 01:55:39,Transmetteur 1 de niveau ballon chaudière,34CT,1
2027ea4a-9bbc-4fbd-a853-840317f8d50d,320ae365-8f2e-4ebf-9c05-dc0605b4fff5,Défaut convertisseur N3 excitation,2025-03-05 02:13:38,Disjoncteur d'excitation de l'alternateur,34EL,2
a25975ba-6fb7-4775-b501-07920888490b,c111ab6f-a961-43ce-b8fe-54b2abf73628,La température d'enroulement du moteur broyeur A Haut,2025-03-05 02:16:40,Mesure de Température Enroulement 2 du Moteur Broyeur A,34EL,2
98bd9d54-d7ee-4a8f-856b-fc67bf6bb4f8,6e475c6f-e604-4006-9811-2d4c0b20105d,Preparation software de base pour PM665,2025-03-06 02:31:00,Armoire de Contrôle Régulation et Sécurité Turbine,34CT,1
91ee83c0-f8f6-4f9a-99f4-2e3bfac7b6a5,c111ab6f-a961-43ce-b8fe-54b2abf73628,Fuite CP par bride sortie broyeur A angle 3,2025-03-06 08:00:00,Vanne isolement CP Broyeur A / foyer angle 3,34MC,1
37f0ed5e-cb08-49c2-ac4b-561739e4d960,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir un appoint d'huile au niveau de la pompe eau déminéralisée 20 TR3,2025-03-06 09:19:01,POMPE D'APPOINT  (EAU DÉMINÉRALISÉE),34MM,1
27a7ff2f-92ee-481c-992c-cfcd76881d05,c111ab6f-a961-43ce-b8fe-54b2abf73628,scan des pièces de rechange des broyeurs u34,2025-03-07 04:50:00,Systeme  de broyage U3,34MC,1
98bd9d54-d7ee-4a8f-856b-fc67bf6bb4f8,6e475c6f-e604-4006-9811-2d4c0b20105d,SAFETY : ¨revoir le contrôle du CPU master (affiche bF),2025-03-09 07:23:46,Armoire de Contrôle Régulation et Sécurité Turbine,34CT,2
0af9dd03-7930-4539-9264-f726fa16fc9a,f771d801-5357-4818-976c-6a8102b713e2,Dysfoctionnement de distributeur vanne de decharge sas refus broyeur A tranche 3,2025-03-09 09:04:43,SYSTEM ETA,34CT,1
f7500953-e292-4e5e-9486-46b579ec1cda,5d34ddc7-cd24-4926-ad7d-99b73e817c51,prévoir soufflage prise de pression foyer  HBK01CP008,2025-03-09 09:05:00,Ttransmetteur de pression foyer ..,34CT,2
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Des tamis déchirés et dégradation des joints latéraux du filtre tambour tranche 3.,2025-03-09 09:17:47,Tombour filtarnt,34MM,2
3e14e819-a09f-4172-a7c7-b281e868990b,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Pression du busettes de nettoyage de filtre tambour très bas (la plupart des busettes bouchés et dégradés),2025-03-09 09:17:57,Pompe eau de lavage du tambour 10,34MM,2
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Rechargement arbre usée,2025-03-09 09:25:22,Pompe eau de lavage du tambour 10,34MM,2
d10a2c49-2040-4440-a4ce-f27fd7aaed6e,14cee9a2-347d-4ad8-9ee4-7f0f842d2931,Pression d'huile anormale (fixe) plus augmentation de la température d'huile.,2025-03-09 09:28:33,POMPE HYDROLIQUE BY-PASS LP  2,34MM,1
5d7fb16c-c57b-48c5-9437-2eb8aa340469,b04d16e3-c69e-42dd-9fcc-480c38c3eef1,SAFETY : Fuite des condensats par percement coude conduite de la vidange Ballon des purges continus vers la bâche intermittente ( la fuite située à côté de la bâche intermittente NIV0),2025-03-09 10:28:34,Ballon des purges continus,34MD,1
ecd708b4-1faf-49fe-8404-ac315a884479,8ab799f5-144f-420c-b426-3d7e36b13f59,SAFETY : Fuite de vapeur et condensats par percement coude conduite retour condensats des 4 vannes de conditionnement du circuit de ramonage vers la bâche intermittente (la fuite située à côté de la bâche intermittente).,2025-03-09 10:28:45,Systeme ramonage U3,34MD,1
78802bf8-6fdc-49a4-9036-b1600973a720,37494786-8eeb-404e-bedf-f532bab67dea,Bruit anormal coté accouplement pompe extraction N°02,2025-03-09 11:08:54,POMPE D'EXTRACTION  N°2,34MM,1
5f5c4001-6c87-41f3-816f-62dc94a127f5,37494786-8eeb-404e-bedf-f532bab67dea,Perte mesure de température enroulement 1 moteur pompe d'extraction 20,2025-03-10 02:38:57,Mesure de Température Enroulement 1 Moteur de la Pompe d'Extraction 20,34EL,1
16fa6eab-5224-4e68-86b4-59b4085f1324,f9ac871c-eaba-47b9-9168-b7b3c1d7364e,Prévoir la remise en état de registre CCOFA 1 plan 4,2025-03-10 02:40:21,REGISTRE D'AIR COIN 4 PLAN  OFA1,34CT,2
b933afc1-7167-42d8-9a91-9511e53bda9e,a17dc56e-64ff-4e7d-aa08-0ec5d345478b,prévoir la remise en état fin de course de la vanne TOR inertage broyeur B,2025-03-10 02:40:42,INST AIR TO PULV B STM INERTING CTRL VALVE CONTROL,34CT,1
ba4a4c26-1fca-4f96-a17b-50a780911f8a,cbd40d2b-59cc-4db7-9f41-2986a167df77,Fuite d'eau important au niveau de la garniture mécanique du pompe alimentaire 20 (coté libre).,2025-03-10 08:21:47,Pompe alimentaire  principale  N° 20,34MM,1
3e14e819-a09f-4172-a7c7-b281e868990b,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir contrôle bruit anormal au niveau de la pompe de lavage 20,2025-03-10 09:33:29,Pompe eau de lavage du tambour 10,34MM,2
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,SAFETY : Fuite de vapeur par percement conduite d'alimentation ramoneur IK14 (à décalorifugé),2025-03-11 11:59:49,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MD,1
4f8f0f87-cd7f-48d0-b073-2eaa9fccfe90,fb2a4caa-b67f-43d8-8e30-2c561492e889,Prévoir la vanne du décharge de sas refus broyeur A tranche 3 ( dur mécanique ),2025-03-12 08:00:00,VANNE DE DECHARGE SAS A SORTIE BROYEUR A,34MC,1
6dc58cad-c11e-485d-8b26-05e64035ad6b,fb2a4caa-b67f-43d8-8e30-2c561492e889,Fuite d'air chaud au niveau de sas refus broyeur A tranche 3.,2025-03-12 09:00:00,SAS DE PYRITE A SORTIE BROYEUR A,34MC,1
57ae40d6-591c-4a22-a45a-92ca24de21c7,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir contrôle alimentation électrique d'instrumentation du champs 1B,2025-03-12 10:07:36,SAS A SOUS CHAMP 1 ELECTROFILTRE B,34CT,1
58c04930-cb55-4e70-a23b-0a175a32a445,a738c0f1-e548-4680-9409-ef6832ec1e32,Prévoir controle capteur de vibration tirage A ( palier moteur ),2025-03-12 10:08:56,Mesure de  Vibration Horizontale  Coté Moteur du Ventilateur de Tirage  A,34CT,2
c322ed9e-f0cf-4131-bfc8-2e21ffcdee32,8ab799f5-144f-420c-b426-3d7e36b13f59,SAFETY : Fuite de vapeur par presse étoupe ramoneur IK12,2025-03-12 11:00:41,RAMONEUR LONG RETRACTABLE N°12 TYPE IK POUR LES ÉC,34MC,1
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,SAFETY : Fuite de vapeur et condensat par presse étoupe de ramoneur IK14,2025-03-12 11:22:35,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MC,1
63dac878-4363-46d5-ac6f-82260e4f957d,8ab799f5-144f-420c-b426-3d7e36b13f59,soupape de ramoneur IR45 est non étanche,2025-03-12 11:24:01,SOUPAPE DE RAMONEUR N°45 D'EFFACEMENT TYPE IR,34MC,1
0c376ae3-65f4-4dca-8bee-88b621145a1d,8ab799f5-144f-420c-b426-3d7e36b13f59,Fuite de vapeur par bride et par évent du ramoneur IK14,2025-03-12 11:25:50,RAMONEUR LONG RETRACTABLE N°14 TYPE IKPOUR LES ÉCH,34MC,1
53199b85-3810-4f6d-a002-00081fb53c09,8ab799f5-144f-420c-b426-3d7e36b13f59,Ramoneur IR33 CH3 reste insérait par dure mécanique,2025-03-12 11:32:36,RAMONEUR N°33 D'EFFACEMENT TYPE IR,34MC,1
4f8f0f87-cd7f-48d0-b073-2eaa9fccfe90,fb2a4caa-b67f-43d8-8e30-2c561492e889,Prévoir un contrôle de la vanne de décharge sas refus broyeur a ( Vanne bloqué ),2025-03-13 08:00:00,VANNE DE DECHARGE SAS A SORTIE BROYEUR A,34MC,1
86f61615-55d5-4296-993d-3b19552b686d,a8bd07dc-564e-4fd3-b1de-77bf2d6a645e,Prévoir appoint d'huile,2025-03-13 09:09:22,Pompe eau stator,34MM,1
6e6290f5-5fd8-47e0-ab00-d4ea29d5b2f1,5d9d102d-96a5-45c0-bc6b-b40ad635f61e,Apparition alarme Reg 216 canal A et B non prêtes,2025-03-13 10:42:19,ARMOIRE AUX. POTECTION NUM. ALTERNATEUR PRINCIPAL,34EL,3
6e6290f5-5fd8-47e0-ab00-d4ea29d5b2f1,5d9d102d-96a5-45c0-bc6b-b40ad635f61e,apparition alarme masse stator 100%,2025-03-13 10:42:24,ARMOIRE AUX. POTECTION NUM. ALTERNATEUR PRINCIPAL,34EL,3
5e853e57-09e7-4b74-8af7-8cc02504c39e,8ab799f5-144f-420c-b426-3d7e36b13f59,soupape de ramoneur IR25 est non étanche,2025-03-13 11:28:47,SOUPAPE DE RAMONEUR N°25 D'EFFACEMENT TYPE IR,34MC,1
ee59167d-5fc8-4978-9f72-4457d8da79fe,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,prévoir un appoint d'huile réducteur Alimentateur -A-,2025-03-14 08:00:00,COAL FEEDER A,34MC,1
b820ed41-647c-4ec9-8272-732dbb658f0b,a5af59de-3232-416a-b2f3-ec855be4a30e,Indicateur de pression barillet défaillant,2025-03-14 08:03:31,MANOMETRE,34CT,1
fb14cd2e-a643-46d9-b24a-356c58ca3959,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,Consommation excessive d'huile par fuite au niveau moto-réducteur convoyeur de nettoyage alimentateur A,2025-03-15 03:00:00,RÉDUCTEUR DE VITESSE DE CONVOYEUR DE NETTOYAGE ALI,34MC,1
7b366a44-ad3b-46e5-9226-2da63e43f948,cf9ff107-35ed-4b2f-8dd9-544b519c5d55,configuration et cablage des nouvelle mesure CO/CO2/O2 TR3,2025-03-15 10:48:00,AIR HEATER GAS INLET TEMP OR OXYGEN ANALISIS,34CT,2
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,"SAFETY : Fuite CP, et Cendres par dégradation péniches des coins chaudière 3 ( niveau3,4,5)",2025-03-16 01:24:18,unité 03,34EX,2
30689654-2454-47dc-85c1-344173d2293d,ea20dd26-5178-4fab-ac36-5855da36d870,Une percement au niveau du conduite refoulement pompe eau de mer 20 aval de clapet tranche 3.,2025-03-16 01:24:50,Pompe Eau de Mer 20,34MD,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,SAFETY : Eclatement tube SH de la chaudière situé au niveau 7 à côté IK12,2025-03-16 01:25:02,unité 03,34MD,3
00f95d7c-cee7-4a8a-8e85-2004d6022248,ffbdb124-3725-45e9-911c-1d14b603eb3e,SAFETY : Fuite de vapeur au niveau de la vanne d'isolement purgeur auto vapeur atomisation situé au niveau 3 coin 3 à côté de la vanne recirculation économiseur,2025-03-16 01:25:45,ATOMISING STEAM HEADER DRAIN TRAP HJM00AT006 ISOLA,34MD,1
b23bbabc-363b-44f2-94f9-6fdcd2e18672,53bb5efc-6c59-4c79-8fb1-fece02a82324,Event ballon coté non étanche,2025-03-17 08:00:00,DRUM  PURGE  AND  BLEED,34MC,1
718b6f33-61d9-4a0a-ac34-79baa68731ce,5178e0ec-035f-4c52-ab99-43d28a9525a4,SAFETY : Défaut d'isolement JB,2025-03-18 09:20:09,"Medium-voltage distribution boards, normal system",34EL,2
2027ea4a-9bbc-4fbd-a853-840317f8d50d,320ae365-8f2e-4ebf-9c05-dc0605b4fff5,PREVOIR LE CONTROL DES CLIMATISEURS SALLE D EXCITATION (TEMPERATURE ELEVEE),2025-03-18 09:20:11,Disjoncteur d'excitation de l'alternateur,34EL,2
15b21e64-5a62-4332-b3ea-ab90cf099bed,d5e40ef9-2b00-49bc-837b-4a0b46b3d169,déclenchement disjoncteurs éclairage des transformateurs Principales et soutirages 3 et 4,2025-03-18 09:20:14,ECLAIRAGE DE LA SALLE MACHINE UNITE 3 LP,34EL,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,"SAFETY : Manque d'éclairage au niveaux 2,3,4,5 de la chaudière unité 3",2025-03-18 09:20:16,unité 03,34EL,1
c4df40c3-ff66-4df8-8d2f-75ec2d47ffde,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,La cache de ventilateur de moteur de pompe de lavage 20 tranche 3 indisponible.,2025-03-18 09:20:18,MOTEUR POMPE DE LAVAGE TOMBOUR FILTRANT,34EL,2
7796ae6e-1bd3-499c-b920-7288f26e4f9a,52b20517-a1ba-4b78-8711-adebd336a6c2,Conditionnement de chauffage génératrice du groupe électrogène U3 non opérationnel,2025-03-18 09:20:20,GROUPES ELECTROGENES U3,34EL,3
7796ae6e-1bd3-499c-b920-7288f26e4f9a,52b20517-a1ba-4b78-8711-adebd336a6c2,SAFETY : Retard de démarrage de groupe électrogène U3,2025-03-18 09:20:53,GROUPES ELECTROGENES U3,34EL,3
e7a9ac49-22ea-498a-9eab-c658b7e41e30,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,Défaut de surcouple vanne de refoulement LAC20,2025-03-18 09:21:05,Vanne Refoulement Pompe N° 20,34EL,1
c783fcb0-65ce-47a1-9920-f193b57f7617,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,Dur Mécanique vanne motorisé de refoulement LAC30 ,2025-03-18 10:50:48,Vanne Refoulement Pompe N° 30,34EL,1
e555518d-22ce-440a-b73b-7c8cf9d341ef,8c925644-3527-4713-a37a-7458857987ae,Défaut de surcouple vanne de refoulement pompe extraction 20,2025-03-19 12:34:04,VANNE AU REFOULEMENT DE LA POMPE D'EXTRACTION N°2,34EL,2
b3ea3493-ca65-4ec6-b6ea-d96d4801dd78,8ab799f5-144f-420c-b426-3d7e36b13f59,fuite de vapeur par presse étoupe ramoneur IK15,2025-03-20 08:55:16,RAMONEUR LONG RETRACTABLE N°15 TYPE IK POUR LES ÉC,34MC,1
98b82203-7170-45bf-879e-f47ba6e12c86,db4d1348-69e4-4af6-b977-361b0b0f2f05,Pression de refoulement basse ( 15 bars et diminue jusqu'à 5 bars ),2025-03-20 09:00:00,POMPE FUEL  PRINCIPALE  N°1,34MC,1
fb14cd2e-a643-46d9-b24a-356c58ca3959,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,SAFETY : Fuite d'huile au niveau de réducteur moteur racleur de nettoyage alimentateur A TR 3.,2025-03-20 09:03:58,RÉDUCTEUR DE VITESSE DE CONVOYEUR DE NETTOYAGE ALI,34MC,1
db9d765d-3f2d-4be4-9308-34fe4136422c,ecf5d507-cb6a-4d07-af67-71ec6951c4da,Prévoir un appoint d'huile au niveau du station hydraulique du clapet de refoulement de la pompe eau de mer 20.,2025-03-20 09:13:06,CENTRALE HYDRAULIQUE CLAPET REFOULEMENT PPE EAU DE MER  N°2,34MM,1
510cc6fe-703f-404a-8e19-1d3b0e1a5884,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir un appoint d'huile au niveau de la pompe eau déminéralisée 20 TR3.,2025-03-20 09:13:20,POMPE D'APPOINT N°2  (EAU DÉMINÉRALISÉE),34MM,1
c783fcb0-65ce-47a1-9920-f193b57f7617,5f391c46-4f9f-41db-a5bc-95a214d7ddc7,La vanne ne se commande pas.,2025-03-20 11:05:51,Vanne Refoulement Pompe N° 30,34EL,1
916e3ede-3274-469e-b79b-a4bf3cbbde9b,8ab799f5-144f-420c-b426-3d7e36b13f59,prévoir la mise en état du ramoneur IK13  ( problème  de  rétraction  ),2025-03-20 11:05:56,RAMONEUR LONG RETRACTABLE N°13 TYPE IK POUR LES ÉC,34EL,1
2e3b278b-b921-4525-a197-b96336bdebf6,8ab799f5-144f-420c-b426-3d7e36b13f59,Prévoir la mise en état du ramoneur IR31 ( fin de course retrait ),2025-03-20 11:05:59,RAMONEUR   D'EFFACEMENT   IR31,34EL,1
29af7da8-54a6-4cad-89df-4261163eb6d4,db4d1348-69e4-4af6-b977-361b0b0f2f05,Prévoir un nettoyage des filtres d'aspiration pompe fioul 20,2025-03-21 08:30:00,POMPE FUEL  PRINCIPALE  N°2,34MC,1
c5ec9aa9-3cb4-4a4c-9dbf-4ee57039dd2e,a738c0f1-e548-4680-9409-ef6832ec1e32,Prévoir la remise en état cache de l'actuateur de registre d'aspiration Ventilo tirage A (Blocage),2025-03-22 06:02:22,ID FAN A INLET VANE ACTUATOR MTR,34MC,1
3e14e819-a09f-4172-a7c7-b281e868990b,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Une bruit anormal au niveau du pompe de lavage 20 tranche 3.,2025-03-23 09:21:32,Pompe eau de lavage du tambour 10,34MM,2
c4c7db1e-5b89-416e-ba10-cded94969865,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Filtre autonettoyant du pompes de lavage filtre tambour encrassé (delta P max niveau),2025-03-23 09:21:42,Pompe eau de lavage du tambour 10,34MM,2
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Pression de lavage du filtre a tambour basse,2025-03-23 09:22:12,Tombour filtarnt,34MM,2
91a86ba8-8880-4207-a81d-221114b194fa,cf9ff107-35ed-4b2f-8dd9-544b519c5d55,SAFETY : Fuite des cendres par dégradation soufflet de registre de refoulement ventilo tirage B,2025-03-23 10:04:09,Registre au refoulement  ventilateur  de tirage  B,34MC,1
2eb34d95-b09e-40bc-925e-4f6fe735d899,e1768504-8b0f-4753-b9d8-35888de02a4b,Prévoir soufflage tube de pîtto,2025-03-23 10:49:18,Ventilateur de souflage A,34CT,1
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Prévoir le contrôle des tamis et des joints latéraux du filtre a tambour TR3 (tamis déchirés),2025-03-24 08:53:16,Tombour filtarnt,34MM,2
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Canal de rejet du filtre a tambour retirée de ça place.,2025-03-24 08:53:37,Tombour filtarnt,34MM,2
95b81bf5-9d80-49dd-8509-a8c8059f9f5a,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Prévoir un appoint d'huile au niveau de la pompe eau déminéralisée 10 TR3.,2025-03-24 08:53:44,POMPE D'APPOINT N°1  (EAU DÉMINÉRALISÉE),34MM,1
ce4dcea5-6b57-46cc-9453-808f4aab8fb5,81e56492-1149-49b2-95f6-22c7ea056c8b,Merci de verifier la course de la pompe,2025-03-24 08:53:53,POMPE DOSEUSE D'AMMONIAQUE,34MM,1
5d919d81-2426-4df4-a6c3-91c4cd0a5b21,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Vanne d'isolement aval appoint normal condenseur désaccouplé,2025-03-25 09:11:29,VANNE D'ISOLEMENT APPOINT NORMAL CONDENSEUR,34MM,1
c703afb7-cbde-4c94-b062-86987c9e3dad,e1768504-8b0f-4753-b9d8-35888de02a4b,Prévoir soufflage tube de pitaux  30HLB20,2025-03-25 09:21:59,"Tube de pitaux N°1 aspiration ventillateur B"".""",34CT,1
3280c1d8-d848-4e29-ab1b-fc4277c339f5,e1768504-8b0f-4753-b9d8-35888de02a4b,Prévoir soufflage tube de pitaux  30HLB10,2025-03-25 09:22:20,"Tube de pitaux N°1 aspiration ventillateur A"".""",34CT,1
f29fd6aa-9b09-49e4-aa04-209efe478f60,3c8c9836-b04d-477c-b331-e3101e4d592b,prévoir control mesure sonde de démarrage HP,2025-03-25 09:22:32,T HPT STARTING TRIPLE ELE,34CT,2
5d919d81-2426-4df4-a6c3-91c4cd0a5b21,e96ee01c-6d13-480b-a5bc-2c49bb05c70e,Vanne d'isolement aval appoint normal condenseur désaccouplé,2025-03-25 10:32:56,VANNE D'ISOLEMENT APPOINT NORMAL CONDENSEUR,34MM,1
650f7f73-7f6f-49c7-99e7-0795d88c41ee,cbd40d2b-59cc-4db7-9f41-2986a167df77,Prévoir appoint d'huile cuve pompe alimentaire 30,2025-03-25 10:33:06,ligne eau alimentaire 30,34MM,1
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,"SAFETY : sifflement anormal (percement SH) entre IK6,et IK8 Niveau 8 de la chaudière",2025-03-25 11:35:10,unité 03,34MD,3
c4ad85ee-80d2-43c1-b135-39e48851f961,4329adc9-2947-43f7-ae98-e1006f40aedc,SAFETY : Fuite condensats par percement au niveau de la chambre morte de la chaudière ( les traces d'eau au niveau calorifuge des 3 faces de la chaudière Niveau 9 ),2025-03-25 11:35:22,unité 03,34MD,3
a455294f-1c82-493c-9a90-1ab08346dd0f,1fadbd2e-8213-45b5-bbe7-609c9f9b4360,Conduite de nettoyage du canal de rejet du filtre a tambour retiré de ça place.,2025-03-25 12:51:13,Tombour filtarnt,34MM,2
d8ca13f7-df73-4c3c-be4f-7ec20256cc50,af0d48e5-2776-479a-9031-9a438791dbe9,Cablage et configuration nouvelles mesure des transmetteurs allez et retour fioul,2025-03-27 03:05:00,Système d'alimentation en fioul,34CT,1
dde52150-60c4-4dda-aeb7-5e2c0a61e1c9,fcb1171d-3fb3-4695-9225-4aa60bf65788,prévoir control  fin de cours la vanne MAL16AA201,2025-03-27 09:40:43,VANNE ELECTROMAGNETIQUE DRAINAGE,34CT,1
79be16a4-9880-460d-8deb-9475e2446d90,ceea456b-e44c-4713-9b87-9d2fa4a3976a,prévoir control mesure opacité,2025-03-27 09:41:08,OPACIMETRE,34CT,1
0af9dd03-7930-4539-9264-f726fa16fc9a,f771d801-5357-4818-976c-6a8102b713e2,Percements au niveau de goulotte décrasseur tranche 3.,2025-04-01 10:06:18,SYSTEM ETA,34MD,2
c50247b9-1333-41de-8e64-7775855a85e0,682be4a0-318a-4d5e-baec-89577cfa490d,SAFETY : Fuite de la vapeur au niveau de purge HP7 tranche 3.,2025-04-01 10:06:23,RECHAUFFEUR HP 7,34MD,2
fb14cd2e-a643-46d9-b24a-356c58ca3959,4acb2963-e64c-4a07-9f8d-ba03ec63aa6f,Prévoir un appoint d'huile du réducteur de convoyeur de nettoyage Alimentateur A,2025-04-01 10:25:22,RÉDUCTEUR DE VITESSE DE CONVOYEUR DE NETTOYAGE ALI,34MC,1
40a84fe2-10eb-4283-898d-77fd8dc03eb7,8ab799f5-144f-420c-b426-3d7e36b13f59,le Ramoneur IR19 est désaccouplé suite à un dur mécanique,2025-04-01 10:25:28,RAMONEUR N°19 D'EFFACEMENT TYPE IR,34MC,1
71aa507f-d763-47a0-99bb-e181038c786b,f7edce60-d1a5-401a-b673-f1193930615c,Prévoir le changement du niveaustat de sas champ d'évacuation cendres volants 3B côte Safi tranche 3.,2025-04-02 02:04:12,SYSTEM ETG,34CT,1
603cf0c3-5326-4ba9-b5cf-0c34a1f05eb9,5ec7d3b7-0273-40e4-af1f-8f220bb6a65a,Prévoir le contrôle d'écart entre les deux transmetteurs A et B du niveau Bache Alimentaire.,2025-04-02 09:34:02,NIVEAU BACHE ALIM,34CT,1
